world_id,scene_id,object_id_a,object_id_b,_object_name_a,_object_name_b,boundary_sharpness,minimum_boundary_distance,minimum_boundary_distance_is_metric,surface_normal_consistency,relative_height,depth_gradient,overlap_ratio,edge_continuity,occlusion_boundary_score,ground_truth_relation
world4_support_scene,world4_support_scene__v5,1,2,obj_cereal_box,obj_tissue_box,,1.0,False,0.5081692917776495,0.11641103939818886,,0.04235880398671096,1.0,0.2890888638920135,Contact
world4_support_scene,world4_support_scene__v5,1,15,obj_cereal_box,obj_container,,1.0,False,0.80541306785287,0.08757073473347865,,0.02651713656849387,1.0,0.8685121107266436,Separate
world4_support_scene,world4_support_scene__v5,2,12,obj_tissue_box,obj_sponge,,1.0,False,0.8689077831828631,-0.07459874984657233,,0.023746701846965697,1.0,1.0,Separate
world4_support_scene,world4_support_scene__v5,2,15,obj_tissue_box,obj_container,,1.0,False,0.8943394818523787,-0.028840304664710215,,0.0,1.0,1.0,Separate
world4_support_scene,world4_support_scene__v5,3,4,obj_storage_box,obj_wooden_crate,,1.0,False,0.8419514557439848,0.013145622201998552,,0.00907283755543096,0.9108910891089109,0.9632867132867133,Separate
world4_support_scene,world4_support_scene__v5,3,13,obj_storage_box,obj_can,,1.0,False,0.9100799925537792,-0.09558249063175905,,0.0921409214092141,1.0,0.6394502829426031,Separate
world4_support_scene,world4_support_scene__v5,4,5,obj_wooden_crate,obj_bottle,,1.0,False,0.46125555850989763,-0.14016399814822056,,0.1356243441762854,0.9278350515463918,0.9076305220883534,Separate
world4_support_scene,world4_support_scene__v5,4,13,obj_wooden_crate,obj_can,,1.0,False,0.6623710499991932,-0.1087281128337576,,0.353573347662547,0.46846846846846846,0.5480225988700564,Separate
world4_support_scene,world4_support_scene__v5,5,13,obj_bottle,obj_can,,1.0,False,0.9694102575207117,0.03143588531446295,,0.08546103982008202,1.0,0.7777777777777778,Separate
world4_support_scene,world4_support_scene__v5,6,12,obj_mug,obj_sponge,0.156245157122612,3.0,False,0.8675231124448254,-0.009770199013795722,0.04426748678088188,0.0,,0.546875,Separate
world4_support_scene,world4_support_scene__v5,6,15,obj_mug,obj_container,0.12179700285196304,1.0,False,0.9026784859836832,0.035988246168066396,0.035682979971170425,0.08708133971291866,1.0,0.3371428571428572,Contact
world4_support_scene,world4_support_scene__v5,7,8,obj_bowl,obj_plate,0.06544259190559387,1.0,False,0.977683199364122,0.02560663072508773,0.019911397248506546,0.47313778222527986,1.0,0.028462998102466885,Support
world4_support_scene,world4_support_scene__v5,7,9,obj_bowl,obj_notebook,0.07593441009521484,3.0,False,0.998585621032629,0.0622471555971138,0.022539429366588593,0.05099964084759966,,1.0,Separate
world4_support_scene,world4_support_scene__v5,8,9,obj_plate,obj_notebook,0.05067486688494682,4.0,False,0.9665223767004333,0.03664052487202607,0.020606758072972298,0.02722397347197773,,1.0,Contact
world4_support_scene,world4_support_scene__v5,9,10,obj_notebook,obj_book,,4.996899604797363,False,0.9575074076703793,-0.0014243759911325427,,0.028218447283447985,,1.0,Contact
world4_support_scene,world4_support_scene__v5,9,11,obj_notebook,obj_toy_cube,0.06999000161886215,1.0,False,0.652510859781114,-0.0372355653595271,0.02663067728281021,0.15029325513196481,1.0,0.19280719280719283,Support
world4_support_scene,world4_support_scene__v5,10,11,obj_book,obj_toy_cube,,2.0,False,0.7772934431910629,-0.03581118936839456,,0.014909147383134027,,1.0,Separate
world4_support_scene,world4_support_scene__v5,10,14,obj_book,obj_glass_jar,,1.0,False,0.6320336277409153,-0.08495877675988694,,0.23948220064724918,1.0,0.13012048192771086,Support
world4_support_scene,world4_support_scene__v5,12,15,obj_sponge,obj_container,0.1079668253660202,1.0,False,0.7539911684361946,0.04575844518186212,0.03355961665511131,0.2480566986739826,0.8493975903614458,0.45973154362416113,Support
