world_id,scene_id,object_id_a,object_id_b,boundary_sharpness,minimum_boundary_distance,minimum_boundary_distance_is_metric,surface_normal_consistency,relative_height,depth_gradient,overlap_ratio,edge_continuity,occlusion_boundary_score,ground_truth_relation
world1_baseline,world1_baseline__v2,1,2,,0.0037041257712789,True,0.9508477674388548,0.0915190247652228,,0.1824065901735804,1.0,0.345707656612529,Separate
world1_baseline,world1_baseline__v2,3,4,0.1507859826087951,0.0037041257712789,True,0.98881386487809,0.0133372522008051,0.0364319868385791,0.0093943139678615,1.0,0.95,Contact
world1_baseline,world1_baseline__v2,8,11,0.3183047175407409,0.0037041257712789,True,0.6312503253921289,0.1598510478779262,0.0388618893921375,0.0454904438477333,1.0,0.8501440922190202,Separate
world1_baseline,world1_baseline__v2,8,12,0.2615946531295776,0.0037041257712789,True,0.7855339744371294,0.1361644655053414,0.035412885248661,0.1062636761487965,1.0,0.4754402224281742,Contact
world1_baseline,world1_baseline__v2,9,10,0.04837616533041,0.0037041257712789,True,0.9785156074938148,-0.0143852805162638,0.0242377519607543,0.3168552709946396,1.0,0.0257575757575758,Support
world1_baseline,world1_baseline__v3,3,4,,0.0032703689641894,True,0.993792013230758,0.0203144513292092,,0.0,1.0,0.8263888888888888,Contact
world1_baseline,world1_baseline__v3,3,7,,0.0032703689641894,True,0.9844966093957892,-0.0084180466931709,,0.0205647135629182,1.0,0.8164556962025317,Separate
world1_baseline,world1_baseline__v3,5,8,,0.0032703689641894,True,0.5634551489367291,-0.1642043539463612,,0.002008032128514,1.0,1.0,Separate
world1_baseline,world1_baseline__v3,8,12,,0.0032703689641894,True,0.6005475712078021,0.1108603294919282,,0.0417873618710438,1.0,0.6106719367588933,Contact
world1_baseline,world1_baseline__v3,9,10,0.0445322841405868,0.0032703689641894,True,0.9906475159258724,-0.0046741002164667,0.0198759492486715,0.3122270742358078,1.0,0.1607943625880845,Support
world1_baseline,world1_baseline__v4,1,2,0.2044560462236404,0.0037041267907222,True,0.9463097311131686,0.0982257050765079,0.0440358705818653,0.1867219917012448,1.0,0.4856230031948882,Separate
world1_baseline,world1_baseline__v4,3,4,0.1663322746753692,0.0037041267907222,True,0.6470173067668725,0.0178798845832915,0.0459533780813217,0.0908402725208175,1.0,0.6944444444444444,Contact
world1_baseline,world1_baseline__v4,4,5,0.098112367093563,0.0162751914848325,True,0.8663351715092589,0.0491826286790405,0.0520970523357391,0.0,,1.0,Separate
world1_baseline,world1_baseline__v4,8,12,,0.0037041267907222,True,0.8210702374166305,0.1293484927270622,,0.0158662458415081,1.0,0.4961038961038961,Contact
world1_baseline,world1_baseline__v4,9,10,0.0427448824048042,0.0037041267907222,True,0.984325108373934,-0.0064115767259748,0.0170800611376762,0.3157258064516129,1.0,0.1922544951590594,Support
world1_baseline,world1_baseline__v5,1,6,,0.0031487965294246,True,0.3303159438055964,0.1293392208671827,,0.0876232201533406,1.0,0.9152798789712556,Separate
world1_baseline,world1_baseline__v5,2,6,0.1535228341817855,0.0031487965294246,True,0.6262867279860934,0.067312740145227,0.0370666719973087,0.0123239436619718,1.0,1.0,Separate
world1_baseline,world1_baseline__v5,3,4,0.1683091670274734,0.0031487965294246,True,0.9972588439962602,0.0107792386841197,0.0361809320747852,0.0,1.0,0.5343137254901962,Contact
world1_baseline,world1_baseline__v5,3,7,0.2023365348577499,0.0062975930588493,True,0.9486824674635006,0.0055558993808579,0.0386061295866966,0.0129093951709299,,0.9786666666666666,Separate
world1_baseline,world1_baseline__v5,7,9,,0.0031487965294246,True,0.6423472673972772,0.0639312797566223,,0.0540198354083139,0.7317073170731707,1.0,Separate
world1_baseline,world1_baseline__v5,7,10,0.1684028059244156,0.0031487965294246,True,0.712780329710741,0.045541596185941,0.040355060249567,0.0097175827512906,0.8,1.0,Separate
world1_baseline,world1_baseline__v5,8,12,,0.0031487965294246,True,0.4584601315704564,0.1399746286525245,,0.0154798761609907,1.0,0.9951100244498778,Contact
world1_baseline,world1_baseline__v5,9,10,,0.0031487965294246,True,0.9818477892314666,-0.0183896835706813,,0.3155737704918033,1.0,0.0147058823529411,Support
world1_baseline,world1_baseline__v6,1,2,,0.0021098465784643,True,0.899641604662768,0.0820089617389401,,0.0352558895207148,1.0,0.4458715596330276,Separate
world1_baseline,world1_baseline__v6,3,4,0.1482561528682708,0.0029537851595474,True,0.9969054880495308,0.0153354032739416,0.0354986637830734,0.0375903614457831,1.0,0.3074792243767312,Contact
world1_baseline,world1_baseline__v6,8,12,0.312740683555603,0.0021098465784643,True,0.7162735953711438,0.16111063310175,0.047779943794012,0.0408182459440395,1.0,0.2841648590021692,Contact
world1_baseline,world1_baseline__v6,9,10,0.0441488325595855,0.0021098465784643,True,0.994554934226459,-0.006742756839127,0.012252721004188,0.3553062178588125,1.0,0.0887198986058301,Support
world1_baseline,world1_baseline,1,2,0.2309261411428451,0.0038288108212566,True,0.904385038880167,0.1049308006389031,0.0611616820096969,0.0231072703362765,1.0,0.4852941176470589,Separate
world1_baseline,world1_baseline,3,4,0.1396292001008987,0.0038288108212566,True,0.9892457397737622,0.0167764393322462,0.0376985855400562,0.0,1.0,0.7621951219512195,Contact
world1_baseline,world1_baseline,8,12,0.2672604322433471,0.0038288108212566,True,0.9538027736109018,0.1938490378792479,0.0489263162016868,0.0259925509152864,1.0,0.4065040650406504,Contact
world1_baseline,world1_baseline,9,10,0.0451290346682071,0.0038288108212566,True,0.9993326192562204,-0.0123416341035806,0.0088690007105469,0.3071808510638298,1.0,0.4692653673163418,Support
world2_dense_clutter,world2_dense_clutter__v2,2,9,0.1625969409942627,0.0162858542911035,True,0.9989489233820794,0.0397319786529893,0.0478299483656883,0.0,,1.0,Separate
world2_dense_clutter,world2_dense_clutter__v2,4,5,0.5012913346290588,0.0037065535754645,True,0.6089941768090156,-0.1111410024739169,0.058152187615633,0.0340533177661023,1.0,0.4467005076142132,Separate
world2_dense_clutter,world2_dense_clutter__v2,4,8,0.2208375185728073,0.0037065535754645,True,0.8891751281366385,0.0719354724164179,0.0587474480271339,0.1125329318780579,1.0,0.6666666666666667,Separate
world2_dense_clutter,world2_dense_clutter__v2,7,8,0.1640339642763137,0.0037065535754645,True,0.9476024121921014,0.0197170967619889,0.0434781201183795,0.0317164179104477,1.0,0.8612716763005781,Contact
world2_dense_clutter,world2_dense_clutter__v2,7,9,0.1635070443153381,0.0037065535754645,True,0.979487814627316,0.040163743795458,0.0434595383703708,0.0215982721382289,1.0,0.8637770897832817,Contact
world2_dense_clutter,world2_dense_clutter__v2,10,11,0.0651302486658096,0.0037065535754645,True,0.8222497031484282,-0.0294200219008292,0.0288177225738763,0.1736879265709578,1.0,0.1054054054054054,Separate
world2_dense_clutter,world2_dense_clutter__v2,13,14,0.2102284729480743,0.0037065535754645,True,0.9870458682612449,0.0994913327415867,0.0338307842612266,0.1123316458114433,1.0,0.682737169517885,Separate
world2_dense_clutter,world2_dense_clutter__v2,15,16,0.0376134552061557,0.0037065535754645,True,0.9581388491909324,-0.0030481549881943,0.0174400713294744,0.096734693877551,0.503030303030303,0.1665351223362272,Support
world2_dense_clutter,world2_dense_clutter__v3,1,3,,0.0031565259484189,True,0.973101640705156,0.040395710706351,,0.0908278737343657,1.0,0.571648690292758,Separate
world2_dense_clutter,world2_dense_clutter__v3,2,7,,0.0031565259484189,True,0.7945496412278379,-0.0091495108223945,,0.1092598526113425,1.0,0.634020618556701,Separate
world2_dense_clutter,world2_dense_clutter__v3,2,8,0.1774858683347702,0.0031565259484189,True,0.9994872643245164,0.0213135485170341,0.0506189353764057,0.0256797583081571,1.0,0.8134110787172011,Separate
world2_dense_clutter,world2_dense_clutter__v3,5,6,,0.0063130518968378,True,0.7409769234477613,0.1258534420807573,,0.0049995690026721,,0.6316507503410641,Contact
world2_dense_clutter,world2_dense_clutter__v3,7,8,,0.0031565259484189,True,0.8121343773529601,0.0304630593394287,,0.0097997443544951,1.0,0.3357142857142856,Contact
world2_dense_clutter,world2_dense_clutter__v3,7,9,,0.0113537081405197,True,0.9126617124207428,0.0328024392412193,,0.0097132284921369,,1.0,Contact
world2_dense_clutter,world2_dense_clutter__v3,10,11,0.0571448877453804,0.0031565259484189,True,0.9413369712387176,-0.0194348074761486,0.0249468460679054,0.3842077371489136,1.0,0.1486928104575163,Separate
world2_dense_clutter,world2_dense_clutter__v3,15,16,0.0372609049081802,0.0031565259484189,True,0.9919837553832987,-0.0034608515900573,0.0175600983202457,0.1155571189868965,1.0,0.0792982456140349,Support
world2_dense_clutter,world2_dense_clutter__v4,1,2,0.2832053005695343,0.0037178729639903,True,0.9681352751609268,0.0810762661942506,0.0626038014888763,0.0300532371629744,1.0,0.8,Separate
world2_dense_clutter,world2_dense_clutter__v4,4,5,,0.0037178729639903,True,0.9821688260289876,-0.084083270646024,,0.0883624139587001,1.0,0.0800821355236139,Separate
world2_dense_clutter,world2_dense_clutter__v4,4,8,0.1658593267202377,0.0037178729639903,True,0.6908203321644577,0.0413995600450965,0.0478499755263328,0.0,1.0,0.768041237113402,Separate
world2_dense_clutter,world2_dense_clutter__v4,7,8,0.1527819782495498,0.0037178729639903,True,0.8806212937589482,0.0277639525259093,0.0397227182984352,0.099815157116451,1.0,0.8642297650130548,Contact
world2_dense_clutter,world2_dense_clutter__v4,7,9,0.1443865746259689,0.0185778379444501,True,0.9420918990883598,0.0356743493605715,0.0367518700659275,0.0191582002902757,,1.0,Contact
